id,cliente,ciudad,edad,compras,total_usd,activo,categoria
447,Cliente_00447,Cartagena,41,22,450.5,No,Platino
448,Cliente_00448,Bucaramanga,42,23,473.45,Sí,Bronce
449,Cliente_00449,Pereira,43,24,496.4,Sí,Plata
450,Cliente_00450,Bogotá,44,0,25.6,No,Oro
451,Cliente_00451,Medellín,45,1,48.55,Sí,Platino
452,Cliente_00452,Cali,46,2,71.5,Sí,Bronce
453,Cliente_00453,Cartagena,47,3,94.45,No,Plata
454,Cliente_00454,Bucaramanga,48,4,117.4,Sí,Oro
455,Cliente_00455,Pereira,49,5,140.35,Sí,Platino
456,Cliente_00456,Bogotá,50,6,163.3,No,Bronce
457,Cliente_00457,Medellín,51,7,186.25,Sí,Plata
458,Cliente_00458,Cali,52,8,209.2,Sí,Oro
459,Cliente_00459,Cartagena,53,9,177.75,No,Platino
460,Cliente_00460,Bucaramanga,54,10,200.7,Sí,Bronce
461,Cliente_00461,Pereira,55,11,223.65,Sí,Plata
462,Cliente_00462,Bogotá,56,12,246.6,No,Oro
463,Cliente_00463,Medellín,57,13,269.55,Sí,Platino
464,Cliente_00464,Cali,58,14,292.5,Sí,Bronce
465,Cliente_00465,Cartagena,59,15,315.45,No,Plata
466,Cliente_00466,Bucaramanga,60,16,338.4,Sí,Oro
467,Cliente_00467,Pereira,61,17,361.35,Sí,Platino
468,Cliente_00468,Bogotá,62,18,384.3,No,Bronce
469,Cliente_00469,Medellín,63,19,407.25,Sí,Plata
470,Cliente_00470,Cali,64,20,430.2,Sí,Oro
471,Cliente_00471,Cartagena,65,21,453.15,No,Platino
472,Cliente_00472,Bucaramanga,66,22,476.1,Sí,Bronce
473,Cliente_00473,Pereira,67,23,499.05,Sí,Plata
474,Cliente_00474,Bogotá,68,24,522.0,No,Oro
475,Cliente_00475,Medellín,69,0,51.2,Sí,Platino
476,Cliente_00476,Cali,70,1,19.75,Sí,Bronce
477,Cliente_00477,Cartagena,18,2,42.7,No,Plata
478,Cliente_00478,Bucaramanga,19,3,65.65,Sí,Oro
479,Cliente_00479,Pereira,20,4,88.6,Sí,Platino
480,Cliente_00480,Bogotá,21,5,111.55,No,Bronce
481,Cliente_00481,Medellín,22,6,134.5,Sí,Plata
482,Cliente_00482,Cali,23,7,157.45,Sí,Oro
483,Cliente_00483,Cartagena,24,8,180.4,No,Platino
484,Cliente_00484,Bucaramanga,25,9,203.35,Sí,Bronce
485,Cliente_00485,Pereira,26,10,226.3,Sí,Plata
486,Cliente_00486,Bogotá,27,11,249.25,No,Oro
487,Cliente_00487,Medellín,28,12,272.2,Sí,Platino
488,Cliente_00488,Cali,29,13,295.15,Sí,Bronce
489,Cliente_00489,Cartagena,30,14,318.1,No,Plata
490,Cliente_00490,Bucaramanga,31,15,341.05,Sí,Oro
491,Cliente_00491,Pereira,32,16,364.0,Sí,Platino
492,Cliente_00492,Bogotá,33,17,386.95,No,Bronce
493,Cliente_00493,Medellín,34,18,355.5,Sí,Plata
494,Cliente_00494,Cali,35,19,378.45,Sí,Oro
495,Cliente_00495,Cartagena,36,20,401.4,No,Platino
496,Cliente_00496,Bucaramanga,37,21,424.35,Sí,Bronce
497,Cliente_00497,Pereira,38,22,447.3,Sí,Plata
498,Cliente_00498,Bogotá,39,23,470.25,No,Oro
499,Cliente_00499,Medellín,40,24,493.2,Sí,Platino
500,Cliente_00500,Cali,41,0,22.4,Sí,Bronce
501,Cliente_00501,Cartagena,42,1,45.35,No,Plata
502,Cliente_00502,Bucaramanga,43,2,68.3,Sí,Oro
503,Cliente_00503,Pereira,44,3,91.25,Sí,Platino
504,Cliente_00504,Bogotá,45,4,114.2,No,Bronce
505,Cliente_00505,Medellín,46,5,137.15,Sí,Plata
506,Cliente_00506,Cali,47,6,160.1,Sí,Oro
507,Cliente_00507,Cartagena,48,7,183.05,No,Platino
508,Cliente_00508,Bucaramanga,49,8,206.0,Sí,Bronce
509,Cliente_00509,Pereira,50,9,228.95,Sí,Plata
510,Cliente_00510,Bogotá,51,10,197.5,No,Oro
511,Cliente_00511,Medellín,52,11,220.45,Sí,Platino
512,Cliente_00512,Cali,53,12,243.4,Sí,Bronce
513,Cliente_00513,Cartagena,54,13,266.35,No,Plata
514,Cliente_00514,Bucaramanga,55,14,289.3,Sí,Oro
515,Cliente_00515,Pereira,56,15,312.25,Sí,Platino
516,Cliente_00516,Bogotá,57,16,335.2,No,Bronce
517,Cliente_00517,Medellín,58,17,358.15,Sí,Plata
518,Cliente_00518,Cali,59,18,381.1,Sí,Oro
519,Cliente_00519,Cartagena,60,19,404.05,No,Platino
520,Cliente_00520,Bucaramanga,61,20,427.0,Sí,Bronce
521,Cliente_00521,Pereira,62,21,449.95,Sí,Plata
522,Cliente_00522,Bogotá,63,22,472.9,No,Oro
523,Cliente_00523,Medellín,64,23,495.85,Sí,Platino
524,Cliente_00524,Cali,65,24,518.8,Sí,Bronce
525,Cliente_00525,Cartagena,66,0,48.0,No,Plata
526,Cliente_00526,Bucaramanga,67,1,70.95,Sí,Oro
527,Cliente_00527,Pereira,68,2,39.5,Sí,Platino
528,Cliente_00528,Bogotá,69,3,62.45,No,Bronce
529,Cliente_00529,Medellín,70,4,85.4,Sí,Plata
530,Cliente_00530,Cali,18,5,108.35,Sí,Oro
531,Cliente_00531,Cartagena,19,6,131.3,No,Platino
532,Cliente_00532,Bucaramanga,20,7,154.25,Sí,Bronce
533,Cliente_00533,Pereira,21,8,177.2,Sí,Plata
534,Cliente_00534,Bogotá,22,9,200.15,No,Oro
535,Cliente_00535,Medellín,23,10,223.1,Sí,Platino
536,Cliente_00536,Cali,24,11,246.05,Sí,Bronce
537,Cliente_00537,Cartagena,25,12,269.0,No,Plata
538,Cliente_00538,Bucaramanga,26,13,291.95,Sí,Oro
539,Cliente_00539,Pereira,27,14,314.9,Sí,Platino
540,Cliente_00540,Bogotá,28,15,337.85,No,Bronce
541,Cliente_00541,Medellín,29,16,360.8,Sí,Plata
542,Cliente_00542,Cali,30,17,383.75,Sí,Oro
543,Cliente_00543,Cartagena,31,18,406.7,No,Platino
544,Cliente_00544,Bucaramanga,32,19,375.25,Sí,Bronce
545,Cliente_00545,Pereira,33,20,398.2,Sí,Plata
546,Cliente_00546,Bogotá,34,21,421.15,No,Oro
547,Cliente_00547,Medellín,35,22,444.1,Sí,Platino
548,Cliente_00548,Cali,36,23,467.05,Sí,Bronce
549,Cliente_00549,Cartagena,37,24,490.0,No,Plata
550,Cliente_00550,Bucaramanga,38,0,19.2,Sí,Oro
551,Cliente_00551,Pereira,39,1,42.15,Sí,Platino
552,Cliente_00552,Bogotá,40,2,65.1,No,Bronce
553,Cliente_00553,Medellín,41,3,88.05,Sí,Plata
554,Cliente_00554,Cali,42,4,111.0,Sí,Oro
555,Cliente_00555,Cartagena,43,5,133.95,No,Platino
556,Cliente_00556,Bucaramanga,44,6,156.9,Sí,Bronce
557,Cliente_00557,Pereira,45,7,179.85,Sí,Plata
558,Cliente_00558,Bogotá,46,8,202.8,No,Oro
559,Cliente_00559,Medellín,47,9,225.75,Sí,Platino
560,Cliente_00560,Cali,48,10,248.7,Sí,Bronce
561,Cliente_00561,Cartagena,49,11,217.25,No,Plata
562,Cliente_00562,Bucaramanga,50,12,240.2,Sí,Oro
563,Cliente_00563,Pereira,51,13,263.15,Sí,Platino
564,Cliente_00564,Bogotá,52,14,286.1,No,Bronce
565,Cliente_00565,Medellín,53,15,309.05,Sí,Plata
566,Cliente_00566,Cali,54,16,332.0,Sí,Oro
567,Cliente_00567,Cartagena,55,17,354.95,No,Platino
568,Cliente_00568,Bucaramanga,56,18,377.9,Sí,Bronce
569,Cliente_00569,Pereira,57,19,400.85,Sí,Plata
570,Cliente_00570,Bogotá,58,20,423.8,No,Oro
571,Cliente_00571,Medellín,59,21,446.75,Sí,Platino
572,Cliente_00572,Cali,60,22,469.7,Sí,Bronce
573,Cliente_00573,Cartagena,61,23,492.65,No,Plata
574,Cliente_00574,Bucaramanga,62,24,515.6,Sí,Oro
575,Cliente_00575,Pereira,63,0,44.8,Sí,Platino
576,Cliente_00576,Bogotá,64,1,67.75,No,Bronce
577,Cliente_00577,Medellín,65,2,90.7,Sí,Plata
578,Cliente_00578,Cali,66,3,59.25,Sí,Oro
579,Cliente_00579,Cartagena,67,4,82.2,No,Platino
580,Cliente_00580,Bucaramanga,68,5,105.15,Sí,Bronce
581,Cliente_00581,Pereira,69,6,128.1,Sí,Plata
582,Cliente_00582,Bogotá,70,7,151.05,No,Oro
583,Cliente_00583,Medellín,18,8,174.0,Sí,Platino
584,Cliente_00584,Cali,19,9,196.95,Sí,Bronce
585,Cliente_00585,Cartagena,20,10,219.9,No,Plata
586,Cliente_00586,Bucaramanga,21,11,242.85,Sí,Oro
587,Cliente_00587,Pereira,22,12,265.8,Sí,Platino
588,Cliente_00588,Bogotá,23,13,288.75,No,Bronce
589,Cliente_00589,Medellín,24,14,311.7,Sí,Plata
590,Cliente_00590,Cali,25,15,334.65,Sí,Oro
591,Cliente_00591,Cartagena,26,16,357.6,No,Platino
592,Cliente_00592,Bucaramanga,27,17,380.55,Sí,Bronce
593,Cliente_00593,Pereira,28,18,403.5,Sí,Plata
594,Cliente_00594,Bogotá,29,19,426.45,No,Oro
595,Cliente_00595,Medellín,30,20,395.0,Sí,Platino
596,Cliente_00596,Cali,31,21,417.95,Sí,Bronce
597,Cliente_00597,Cartagena,32,22,440.9,No,Plata
598,Cliente_00598,Bucaramanga,33,23,463.85,Sí,Oro
599,Cliente_00599,Pereira,34,24,486.8,Sí,Platino
600,Cliente_00600,Bogotá,35,0,16.0,No,Bronce
601,Cliente_00601,Medellín,36,1,38.95,Sí,Plata
602,Cliente_00602,Cali,37,2,61.9,Sí,Oro
603,Cliente_00603,Cartagena,38,3,84.85,No,Platino
604,Cliente_00604,Bucaramanga,39,4,107.8,Sí,Bronce
605,Cliente_00605,Pereira,40,5,130.75,Sí,Plata
606,Cliente_00606,Bogotá,41,6,153.7,No,Oro
607,Cliente_00607,Medellín,42,7,176.65,Sí,Platino
608,Cliente_00608,Cali,43,8,199.6,Sí,Bronce
609,Cliente_00609,Cartagena,44,9,222.55,No,Plata
610,Cliente_00610,Bucaramanga,45,10,245.5,Sí,Oro
611,Cliente_00611,Pereira,46,11,268.45,Sí,Platino
612,Cliente_00612,Bogotá,47,12,237.0,No,Bronce
613,Cliente_00613,Medellín,48,13,259.95,Sí,Plata
614,Cliente_00614,Cali,49,14,282.9,Sí,Oro
615,Cliente_00615,Cartagena,50,15,305.85,No,Platino
616,Cliente_00616,Bucaramanga,51,16,328.8,Sí,Bronce
617,Cliente_00617,Pereira,52,17,351.75,Sí,Plata
618,Cliente_00618,Bogotá,53,18,374.7,No,Oro
619,Cliente_00619,Medellín,54,19,397.65,Sí,Platino
620,Cliente_00620,Cali,55,20,420.6,Sí,Bronce
621,Cliente_00621,Cartagena,56,21,443.55,No,Plata
622,Cliente_00622,Bucaramanga,57,22,466.5,Sí,Oro
623,Cliente_00623,Pereira,58,23,489.45,Sí,Platino
624,Cliente_00624,Bogotá,59,24,512.4,No,Bronce
625,Cliente_00625,Medellín,60,0,41.6,Sí,Plata
626,Cliente_00626,Cali,61,1,64.55,Sí,Oro
627,Cliente_00627,Cartagena,62,2,87.5,No,Platino
628,Cliente_00628,Bucaramanga,63,3,110.45,Sí,Bronce
629,Cliente_00629,Pereira,64,4,79.0,Sí,Plata
630,Cliente_00630,Bogotá,65,5,101.95,No,Oro
631,Cliente_00631,Medellín,66,6,124.9,Sí,Platino
632,Cliente_00632,Cali,67,7,147.85,Sí,Bronce
633,Cliente_00633,Cartagena,68,8,170.8,No,Plata
634,Cliente_00634,Bucaramanga,69,9,193.75,Sí,Oro
635,Cliente_00635,Pereira,70,10,216.7,Sí,Platino
636,Cliente_00636,Bogotá,18,11,239.65,No,Bronce
637,Cliente_00637,Medellín,19,12,262.6,Sí,Plata
638,Cliente_00638,Cali,20,13,285.55,Sí,Oro
639,Cliente_00639,Cartagena,21,14,308.5,No,Platino
640,Cliente_00640,Bucaramanga,22,15,331.45,Sí,Bronce
641,Cliente_00641,Pereira,23,16,354.4,Sí,Plata
642,Cliente_00642,Bogotá,24,17,377.35,No,Oro
643,Cliente_00643,Medellín,25,18,400.3,Sí,Platino
644,Cliente_00644,Cali,26,19,423.25,Sí,Bronce
645,Cliente_00645,Cartagena,27,20,446.2,No,Plata
646,Cliente_00646,Bucaramanga,28,21,414.75,Sí,Oro
647,Cliente_00647,Pereira,29,22,437.7,Sí,Platino
648,Cliente_00648,Bogotá,30,23,460.65,No,Bronce
649,Cliente_00649,Medellín,31,24,483.6,Sí,Plata
650,Cliente_00650,Cali,32,0,12.8,Sí,Oro
651,Cliente_00651,Cartagena,33,1,35.75,No,Platino
652,Cliente_00652,Bucaramanga,34,2,58.7,Sí,Bronce
653,Cliente_00653,Pereira,35,3,81.65,Sí,Plata
654,Cliente_00654,Bogotá,36,4,104.6,No,Oro
655,Cliente_00655,Medellín,37,5,127.55,Sí,Platino
656,Cliente_00656,Cali,38,6,150.5,Sí,Bronce
657,Cliente_00657,Cartagena,39,7,173.45,No,Plata
658,Cliente_00658,Bucaramanga,40,8,196.4,Sí,Oro
659,Cliente_00659,Pereira,41,9,219.35,Sí,Platino
660,Cliente_00660,Bogotá,42,10,242.3,No,Bronce
661,Cliente_00661,Medellín,43,11,265.25,Sí,Plata
662,Cliente_00662,Cali,44,12,288.2,Sí,Oro
663,Cliente_00663,Cartagena,45,13,256.75,No,Platino
664,Cliente_00664,Bucaramanga,46,14,279.7,Sí,Bronce
665,Cliente_00665,Pereira,47,15,302.65,Sí,Plata
666,Cliente_00666,Bogotá,48,16,325.6,No,Oro
667,Cliente_00667,Medellín,49,17,348.55,Sí,Platino
668,Cliente_00668,Cali,50,18,371.5,Sí,Bronce
669,Cliente_00669,Cartagena,51,19,394.45,No,Plata
670,Cliente_00670,Bucaramanga,52,20,417.4,Sí,Oro
671,Cliente_00671,Pereira,53,21,440.35,Sí,Platino
672,Cliente_00672,Bogotá,54,22,463.3,No,Bronce
673,Cliente_00673,Medellín,55,23,486.25,Sí,Plata
674,Cliente_00674,Cali,56,24,509.2,Sí,Oro
675,Cliente_00675,Cartagena,57,0,38.4,No,Platino
676,Cliente_00676,Bucaramanga,58,1,61.35,Sí,Bronce
677,Cliente_00677,Pereira,59,2,84.3,Sí,Plata
678,Cliente_00678,Bogotá,60,3,107.25,No,Oro
679,Cliente_00679,Medellín,61,4,130.2,Sí,Platino
680,Cliente_00680,Cali,62,5,98.75,Sí,Bronce
681,Cliente_00681,Cartagena,63,6,121.7,No,Plata
682,Cliente_00682,Bucaramanga,64,7,144.65,Sí,Oro
683,Cliente_00683,Pereira,65,8,167.6,Sí,Platino
684,Cliente_00684,Bogotá,66,9,190.55,No,Bronce
685,Cliente_00685,Medellín,67,10,213.5,Sí,Plata
686,Cliente_00686,Cali,68,11,236.45,Sí,Oro
687,Cliente_00687,Cartagena,69,12,259.4,No,Platino
688,Cliente_00688,Bucaramanga,70,13,282.35,Sí,Bronce
689,Cliente_00689,Pereira,18,14,305.3,Sí,Plata
690,Cliente_00690,Bogotá,19,15,328.25,No,Oro
691,Cliente_00691,Medellín,20,16,351.2,Sí,Platino
692,Cliente_00692,Cali,21,17,374.15,Sí,Bronce
693,Cliente_00693,Cartagena,22,18,397.1,No,Plata
694,Cliente_00694,Bucaramanga,23,19,420.05,Sí,Oro
695,Cliente_00695,Pereira,24,20,443.0,Sí,Platino
696,Cliente_00696,Bogotá,25,21,465.95,No,Bronce
697,Cliente_00697,Medellín,26,22,434.5,Sí,Plata
698,Cliente_00698,Cali,27,23,457.45,Sí,Oro
699,Cliente_00699,Cartagena,28,24,480.4,No,Platino
700,Cliente_00700,Bucaramanga,29,0,9.6,Sí,Bronce
701,Cliente_00701,Pereira,30,1,32.55,Sí,Plata
702,Cliente_00702,Bogotá,31,2,55.5,No,Oro
703,Cliente_00703,Medellín,32,3,78.45,Sí,Platino
704,Cliente_00704,Cali,33,4,101.4,Sí,Bronce
705,Cliente_00705,Cartagena,34,5,124.35,No,Plata
706,Cliente_00706,Bucaramanga,35,6,147.3,Sí,Oro
707,Cliente_00707,Pereira,36,7,170.25,Sí,Platino
708,Cliente_00708,Bogotá,37,8,193.2,No,Bronce
709,Cliente_00709,Medellín,38,9,216.15,Sí,Plata
710,Cliente_00710,Cali,39,10,239.1,Sí,Oro
711,Cliente_00711,Cartagena,40,11,262.05,No,Platino
712,Cliente_00712,Bucaramanga,41,12,285.0,Sí,Bronce
713,Cliente_00713,Pereira,42,13,307.95,Sí,Plata
714,Cliente_00714,Bogotá,43,14,276.5,No,Oro
715,Cliente_00715,Medellín,44,15,299.45,Sí,Platino
716,Cliente_00716,Cali,45,16,322.4,Sí,Bronce
717,Cliente_00717,Cartagena,46,17,345.35,No,Plata
718,Cliente_00718,Bucaramanga,47,18,368.3,Sí,Oro
719,Cliente_00719,Pereira,48,19,391.25,Sí,Platino
720,Cliente_00720,Bogotá,49,20,414.2,No,Bronce
721,Cliente_00721,Medellín,50,21,437.15,Sí,Plata
722,Cliente_00722,Cali,51,22,460.1,Sí,Oro
723,Cliente_00723,Cartagena,52,23,483.05,No,Platino
724,Cliente_00724,Bucaramanga,53,24,506.0,Sí,Bronce
725,Cliente_00725,Pereira,54,0,35.2,Sí,Plata
726,Cliente_00726,Bogotá,55,1,58.15,No,Oro
727,Cliente_00727,Medellín,56,2,81.1,Sí,Platino
728,Cliente_00728,Cali,57,3,104.05,Sí,Bronce
729,Cliente_00729,Cartagena,58,4,127.0,No,Plata
730,Cliente_00730,Bucaramanga,59,5,149.95,Sí,Oro
731,Cliente_00731,Pereira,60,6,118.5,Sí,Platino
732,Cliente_00732,Bogotá,61,7,141.45,No,Bronce
733,Cliente_00733,Medellín,62,8,164.4,Sí,Plata
734,Cliente_00734,Cali,63,9,187.35,Sí,Oro
735,Cliente_00735,Cartagena,64,10,210.3,No,Platino
736,Cliente_00736,Bucaramanga,65,11,233.25,Sí,Bronce
737,Cliente_00737,Pereira,66,12,256.2,Sí,Plata
738,Cliente_00738,Bogotá,67,13,279.15,No,Oro
739,Cliente_00739,Medellín,68,14,302.1,Sí,Platino
740,Cliente_00740,Cali,69,15,325.05,Sí,Bronce
741,Cliente_00741,Cartagena,70,16,348.0,No,Plata
742,Cliente_00742,Bucaramanga,18,17,370.95,Sí,Oro
743,Cliente_00743,Pereira,19,18,393.9,Sí,Platino
744,Cliente_00744,Bogotá,20,19,416.85,No,Bronce
745,Cliente_00745,Medellín,21,20,439.8,Sí,Plata
746,Cliente_00746,Cali,22,21,462.75,Sí,Oro
747,Cliente_00747,Cartagena,23,22,485.7,No,Platino
748,Cliente_00748,Bucaramanga,24,23,454.25,Sí,Bronce
749,Cliente_00749,Pereira,25,24,477.2,Sí,Plata
750,Cliente_00750,Bogotá,26,0,6.4,No,Oro
751,Cliente_00751,Medellín,27,1,29.35,Sí,Platino
752,Cliente_00752,Cali,28,2,52.3,Sí,Bronce
753,Cliente_00753,Cartagena,29,3,75.25,No,Plata
754,Cliente_00754,Bucaramanga,30,4,98.2,Sí,Oro
755,Cliente_00755,Pereira,31,5,121.15,Sí,Platino
756,Cliente_00756,Bogotá,32,6,144.1,No,Bronce
757,Cliente_00757,Medellín,33,7,167.05,Sí,Plata
758,Cliente_00758,Cali,34,8,190.0,Sí,Oro
759,Cliente_00759,Cartagena,35,9,212.95,No,Platino
760,Cliente_00760,Bucaramanga,36,10,235.9,Sí,Bronce
761,Cliente_00761,Pereira,37,11,258.85,Sí,Plata
762,Cliente_00762,Bogotá,38,12,281.8,No,Oro
763,Cliente_00763,Medellín,39,13,304.75,Sí,Platino
764,Cliente_00764,Cali,40,14,327.7,Sí,Bronce
765,Cliente_00765,Cartagena,41,15,296.25,No,Plata
766,Cliente_00766,Bucaramanga,42,16,319.2,Sí,Oro
767,Cliente_00767,Pereira,43,17,342.15,Sí,Platino
768,Cliente_00768,Bogotá,44,18,365.1,No,Bronce
769,Cliente_00769,Medellín,45,19,388.05,Sí,Plata
770,Cliente_00770,Cali,46,20,411.0,Sí,Oro
771,Cliente_00771,Cartagena,47,21,433.95,No,Platino
772,Cliente_00772,Bucaramanga,48,22,456.9,Sí,Bronce
773,Cliente_00773,Pereira,49,23,479.85,Sí,Plata
774,Cliente_00774,Bogotá,50,24,502.8,No,Oro
775,Cliente_00775,Medellín,51,0,32.0,Sí,Platino
776,Cliente_00776,Cali,52,1,54.95,Sí,Bronce
777,Cliente_00777,Cartagena,53,2,77.9,No,Plata
778,Cliente_00778,Bucaramanga,54,3,100.85,Sí,Oro
779,Cliente_00779,Pereira,55,4,123.8,Sí,Platino
780,Cliente_00780,Bogotá,56,5,146.75,No,Bronce
781,Cliente_00781,Medellín,57,6,169.7,Sí,Plata
782,Cliente_00782,Cali,58,7,138.25,Sí,Oro
783,Cliente_00783,Cartagena,59,8,161.2,No,Platino
784,Cliente_00784,Bucaramanga,60,9,184.15,Sí,Bronce
785,Cliente_00785,Pereira,61,10,207.1,Sí,Plata
786,Cliente_00786,Bogotá,62,11,230.05,No,Oro
787,Cliente_00787,Medellín,63,12,253.0,Sí,Platino
788,Cliente_00788,Cali,64,13,275.95,Sí,Bronce
789,Cliente_00789,Cartagena,65,14,298.9,No,Plata
790,Cliente_00790,Bucaramanga,66,15,321.85,Sí,Oro
791,Cliente_00791,Pereira,67,16,344.8,Sí,Platino
792,Cliente_00792,Bogotá,68,17,367.75,No,Bronce
793,Cliente_00793,Medellín,69,18,390.7,Sí,Plata
794,Cliente_00794,Cali,70,19,413.65,Sí,Oro
795,Cliente_00795,Cartagena,18,20,436.6,No,Platino
796,Cliente_00796,Bucaramanga,19,21,459.55,Sí,Bronce
797,Cliente_00797,Pereira,20,22,482.5,Sí,Plata
798,Cliente_00798,Bogotá,21,23,505.45,No,Oro
799,Cliente_00799,Medellín,22,24,474.0,Sí,Platino
800,Cliente_00800,Cali,23,0,3.2,Sí,Bronce
801,Cliente_00801,Cartagena,24,1,26.15,No,Plata
802,Cliente_00802,Bucaramanga,25,2,49.1,Sí,Oro
803,Cliente_00803,Pereira,26,3,72.05,Sí,Platino
804,Cliente_00804,Bogotá,27,4,95.0,No,Bronce
805,Cliente_00805,Medellín,28,5,117.95,Sí,Plata
806,Cliente_00806,Cali,29,6,140.9,Sí,Oro
807,Cliente_00807,Cartagena,30,7,163.85,No,Platino
808,Cliente_00808,Bucaramanga,31,8,186.8,Sí,Bronce
809,Cliente_00809,Pereira,32,9,209.75,Sí,Plata
810,Cliente_00810,Bogotá,33,10,232.7,No,Oro
811,Cliente_00811,Medellín,34,11,255.65,Sí,Platino
812,Cliente_00812,Cali,35,12,278.6,Sí,Bronce
813,Cliente_00813,Cartagena,36,13,301.55,No,Plata
814,Cliente_00814,Bucaramanga,37,14,324.5,Sí,Oro
815,Cliente_00815,Pereira,38,15,347.45,Sí,Platino
816,Cliente_00816,Bogotá,39,16,316.0,No,Bronce
817,Cliente_00817,Medellín,40,17,338.95,Sí,Plata
818,Cliente_00818,Cali,41,18,361.9,Sí,Oro
819,Cliente_00819,Cartagena,42,19,384.85,No,Platino
820,Cliente_00820,Bucaramanga,43,20,407.8,Sí,Bronce
821,Cliente_00821,Pereira,44,21,430.75,Sí,Plata
822,Cliente_00822,Bogotá,45,22,453.7,No,Oro
823,Cliente_00823,Medellín,46,23,476.65,Sí,Platino
824,Cliente_00824,Cali,47,24,499.6,Sí,Bronce
825,Cliente_00825,Cartagena,48,0,28.8,No,Plata
826,Cliente_00826,Bucaramanga,49,1,51.75,Sí,Oro
827,Cliente_00827,Pereira,50,2,74.7,Sí,Platino
828,Cliente_00828,Bogotá,51,3,97.65,No,Bronce
829,Cliente_00829,Medellín,52,4,120.6,Sí,Plata
830,Cliente_00830,Cali,53,5,143.55,Sí,Oro
831,Cliente_00831,Cartagena,54,6,166.5,No,Platino
832,Cliente_00832,Bucaramanga,55,7,189.45,Sí,Bronce
833,Cliente_00833,Pereira,56,8,158.0,Sí,Plata
834,Cliente_00834,Bogotá,57,9,180.95,No,Oro
835,Cliente_00835,Medellín,58,10,203.9,Sí,Platino
836,Cliente_00836,Cali,59,11,226.85,Sí,Bronce
837,Cliente_00837,Cartagena,60,12,249.8,No,Plata
838,Cliente_00838,Bucaramanga,61,13,272.75,Sí,Oro
839,Cliente_00839,Pereira,62,14,295.7,Sí,Platino
840,Cliente_00840,Bogotá,63,15,318.65,No,Bronce
841,Cliente_00841,Medellín,64,16,341.6,Sí,Plata
842,Cliente_00842,Cali,65,17,364.55,Sí,Oro
843,Cliente_00843,Cartagena,66,18,387.5,No,Platino
844,Cliente_00844,Bucaramanga,67,19,410.45,Sí,Bronce
845,Cliente_00845,Pereira,68,20,433.4,Sí,Plata
846,Cliente_00846,Bogotá,69,21,456.35,No,Oro
847,Cliente_00847,Medellín,70,22,479.3,Sí,Platino
848,Cliente_00848,Cali,18,23,502.25,Sí,Bronce
849,Cliente_00849,Cartagena,19,24,525.2,No,Plata
850,Cliente_00850,Bucaramanga,20,0,0.0,Sí,Oro
851,Cliente_00851,Pereira,21,1,22.95,Sí,Platino
852,Cliente_00852,Bogotá,22,2,45.9,No,Bronce
853,Cliente_00853,Medellín,23,3,68.85,Sí,Plata
854,Cliente_00854,Cali,24,4,91.8,Sí,Oro
855,Cliente_00855,Cartagena,25,5,114.75,No,Platino
856,Cliente_00856,Bucaramanga,26,6,137.7,Sí,Bronce
857,Cliente_00857,Pereira,27,7,160.65,Sí,Plata
858,Cliente_00858,Bogotá,28,8,183.6,No,Oro
859,Cliente_00859,Medellín,29,9,206.55,Sí,Platino
860,Cliente_00860,Cali,30,10,229.5,Sí,Bronce
861,Cliente_00861,Cartagena,31,11,252.45,No,Plata
862,Cliente_00862,Bucaramanga,32,12,275.4,Sí,Oro
863,Cliente_00863,Pereira,33,13,298.35,Sí,Platino
864,Cliente_00864,Bogotá,34,14,321.3,No,Bronce
865,Cliente_00865,Medellín,35,15,344.25,Sí,Plata
866,Cliente_00866,Cali,36,16,367.2,Sí,Oro
867,Cliente_00867,Cartagena,37,17,335.75,No,Platino
868,Cliente_00868,Bucaramanga,38,18,358.7,Sí,Bronce
869,Cliente_00869,Pereira,39,19,381.65,Sí,Plata
870,Cliente_00870,Bogotá,40,20,404.6,No,Oro
871,Cliente_00871,Medellín,41,21,427.55,Sí,Platino
872,Cliente_00872,Cali,42,22,450.5,Sí,Bronce
873,Cliente_00873,Cartagena,43,23,473.45,No,Plata
874,Cliente_00874,Bucaramanga,44,24,496.4,Sí,Oro
875,Cliente_00875,Pereira,45,0,25.6,Sí,Platino
876,Cliente_00876,Bogotá,46,1,48.55,No,Bronce
877,Cliente_00877,Medellín,47,2,71.5,Sí,Plata
878,Cliente_00878,Cali,48,3,94.45,Sí,Oro
879,Cliente_00879,Cartagena,49,4,117.4,No,Platino
880,Cliente_00880,Bucaramanga,50,5,140.35,Sí,Bronce
881,Cliente_00881,Pereira,51,6,163.3,Sí,Plata
882,Cliente_00882,Bogotá,52,7,186.25,No,Oro
883,Cliente_00883,Medellín,53,8,209.2,Sí,Platino
884,Cliente_00884,Cali,54,9,177.75,Sí,Bronce
885,Cliente_00885,Cartagena,55,10,200.7,No,Plata
886,Cliente_00886,Bucaramanga,56,11,223.65,Sí,Oro
887,Cliente_00887,Pereira,57,12,246.6,Sí,Platino
888,Cliente_00888,Bogotá,58,13,269.55,No,Bronce
889,Cliente_00889,Medellín,59,14,292.5,Sí,Plata
890,Cliente_00890,Cali,60,15,315.45,Sí,Oro
891,Cliente_00891,Cartagena,61,16,338.4,No,Platino
892,Cliente_00892,Bucaramanga,62,17,361.35,Sí,Bronce
893,Cliente_00893,Pereira,63,18,384.3,Sí,Plata
